Date,Original_Open,High,Low,Close,Volume,Adj Close,,Open
11/4/2016,108.529999,110.25,108.110001,108.839996,30837000,108.839996,,108.529999
11/3/2016,110.980003,111.459999,109.550003,109.830002,26932600,109.830002,,110.980003
11/2/2016,111.400002,112.349998,111.230003,111.589996,28331700,111.019995,,111.400002
11/1/2016,113.459999,113.769997,110.529999,111.489998,43825800,110.920507,,113.459999
10/31/2016,113.650002,114.230003,113.199997,113.540001,26419400,112.960039,,113.650002
10/28/2016,113.870003,115.209999,113.449997,113.720001,37861700,113.13912,,113.870003
10/27/2016,115.389999,115.860001,114.099998,114.480003,34562000,113.89524,,115.389999
10/26/2016,114.309998,115.699997,113.309998,115.589996,66134200,114.999563,,114.309998
10/25/2016,117.949997,118.360001,117.309998,118.25,48129000,117.645979,,117.949997
10/24/2016,117.099998,117.739998,117,117.650002,23538700,117.049045,,117.099998
10/21/2016,116.809998,116.910004,116.279999,116.599998,23192700,116.004406,,116.809998
10/20/2016,116.860001,117.379997,116.330002,117.059998,24125800,116.462055,,116.860001
10/19/2016,117.25,117.760002,113.800003,117.120003,20034600,116.521754,,117.25
10/18/2016,118.18,118.209999,117.449997,117.470001,24553500,116.869965,,118.18
10/17/2016,117.330002,117.839996,116.779999,117.550003,23624900,116.949558,,117.330002
10/14/2016,117.879997,118.169998,117.129997,117.629997,35652200,117.029143,,117.879997
10/13/2016,116.790001,117.440002,115.720001,116.980003,35192400,116.38247,,116.790001
10/12/2016,117.349998,117.980003,116.75,117.339996,37586800,116.740624,,117.349998
10/11/2016,117.699997,118.690002,116.199997,116.300003,64041000,115.705943,,117.699997
10/10/2016,115.019997,116.75,114.720001,116.050003,36236000,115.45722,,115.019997
10/7/2016,114.309998,114.559998,113.510002,114.059998,24358400,113.477379,,114.309998
10/6/2016,113.699997,114.339996,113.129997,113.889999,28779300,113.308249,,113.699997
10/5/2016,113.400002,113.660004,112.690002,113.050003,21453100,112.472544,,113.400002
10/4/2016,113.059998,114.309998,112.629997,113,29736800,112.422796,,113.059998
10/3/2016,112.709999,113.050003,112.279999,112.519997,21701800,111.945245,,112.709999
9/30/2016,112.459999,113.370003,111.800003,113.050003,36379100,112.472544,,112.459999
9/29/2016,113.160004,113.800003,111.800003,112.18,35887000,111.606985,,113.160004
9/28/2016,113.690002,114.639999,113.43,113.949997,29641100,113.36794,,113.690002
9/27/2016,113,113.18,112.339996,113.089996,24607400,112.512333,,113
9/26/2016,111.639999,113.389999,111.550003,112.879997,29869400,112.303406,,111.639999
9/23/2016,114.419998,114.790001,111.550003,112.709999,52481200,112.134277,,114.419998
9/22/2016,114.349998,114.940002,114,114.620003,31074000,114.034524,,114.349998
9/21/2016,113.849998,113.989998,112.440002,113.550003,36003200,112.96999,,113.849998
9/20/2016,113.050003,114.120003,112.510002,113.57,34514300,112.989884,,113.050003
9/19/2016,115.190002,116.18,113.25,113.580002,47023000,112.999835,,115.190002
9/16/2016,115.120003,116.129997,114.040001,114.919998,79886900,114.332987,,115.120003
9/15/2016,113.860001,115.730003,113.489998,115.57,89983600,114.979668,,113.860001
9/14/2016,108.730003,113.029999,108.599998,111.769997,110888700,111.199076,,108.730003
9/13/2016,107.510002,108.790001,107.239998,107.949997,62176200,107.398588,,107.510002
9/12/2016,102.650002,105.720001,102.529999,105.440002,45292800,104.901415,,102.650002
9/9/2016,104.639999,105.720001,103.129997,103.129997,46557000,102.603209,,104.639999
9/8/2016,107.25,107.269997,105.239998,105.519997,53002000,104.981001,,107.25
9/7/2016,107.830002,108.760002,107.07,108.360001,42364300,107.806498,,107.830002
9/6/2016,107.900002,108.300003,107.510002,107.699997,26880400,107.149865,,107.900002
9/2/2016,107.699997,108,106.82,107.730003,26802500,107.179719,,107.699997
9/1/2016,106.139999,106.800003,105.620003,106.730003,26701500,106.184827,,106.139999
8/31/2016,105.660004,106.57,105.639999,106.099998,29662400,105.55804,,105.660004
8/30/2016,105.800003,106.5,105.5,106,24863900,105.458552,,105.800003
8/29/2016,106.620003,107.440002,106.290001,106.82,24970300,106.274363,,106.620003
8/26/2016,107.410004,107.949997,106.309998,106.940002,27766300,106.393753,,107.410004
8/25/2016,107.389999,107.879997,106.68,107.57,25086200,107.020532,,107.389999
8/24/2016,108.57,108.75,107.68,108.029999,23675100,107.478182,,108.57
8/23/2016,108.589996,109.32,108.529999,108.849998,21257700,108.293993,,108.589996
8/22/2016,108.860001,109.099998,107.849998,108.510002,25820200,107.955733,,108.860001
8/19/2016,108.769997,109.690002,108.360001,109.360001,25368100,108.80139,,108.769997
8/18/2016,109.230003,109.599998,109.019997,109.080002,21984700,108.522821,,109.230003
8/17/2016,109.099998,109.370003,108.339996,109.220001,25356000,108.662106,,109.099998
8/16/2016,109.629997,110.230003,109.209999,109.379997,33794400,108.821284,,109.629997
8/15/2016,108.139999,109.540001,108.080002,109.480003,25868200,108.92078,,108.139999
8/12/2016,107.779999,108.440002,107.779999,108.18,18660400,107.627417,,107.779999
8/11/2016,108.519997,108.93,107.849998,107.93,27484500,107.378694,,108.519997
8/10/2016,108.709999,108.900002,107.760002,108,24008500,107.448336,,108.709999
8/9/2016,108.230003,108.940002,108.010002,108.809998,26315200,108.254196,,108.230003
8/8/2016,107.519997,108.370003,107.160004,108.370003,28037200,107.816449,,107.519997
8/5/2016,106.269997,107.650002,106.18,107.480003,40553400,106.930996,,106.269997
8/4/2016,105.580002,106,105.279999,105.870003,27408700,105.329219,,105.580002
8/3/2016,104.809998,105.839996,104.769997,105.790001,30202600,104.68254,,104.809998
8/2/2016,106.050003,106.07,104,104.480003,33816600,103.386256,,106.050003
8/1/2016,104.410004,106.150002,104.410004,106.050003,38167900,104.93982,,104.410004
7/29/2016,104.190002,104.550003,103.68,104.209999,27733700,103.119078,,104.190002
7/28/2016,102.830002,104.449997,102.82,104.339996,39869800,103.247715,,102.830002
7/27/2016,104.269997,104.349998,102.75,102.949997,92344800,101.872267,,104.269997
7/26/2016,96.82,97.970001,96.419998,96.669998,56239800,95.65801,,96.82
7/25/2016,98.25,98.839996,96.919998,97.339996,40382900,96.320994,,98.25
7/22/2016,99.260002,99.300003,98.309998,98.660004,28313700,97.627183,,99.260002
7/21/2016,99.830002,101,99.129997,99.43,32702000,98.389119,,99.830002
7/20/2016,100,100.459999,99.739998,99.959999,26276000,98.91357,,100
7/19/2016,99.559998,100,99.339996,99.870003,23779900,98.824515,,99.559998
7/18/2016,98.699997,100.129997,98.599998,99.830002,36493900,98.784933,,98.699997
7/15/2016,98.919998,99.300003,98.5,98.779999,30137000,97.745922,,98.919998
7/14/2016,97.389999,98.989998,97.32,98.790001,38919000,97.755819,,97.389999
7/13/2016,97.410004,97.669998,96.839996,96.870003,25892200,95.855921,,97.410004
7/12/2016,97.169998,97.699997,97.120003,97.419998,24167500,96.400159,,97.169998
7/11/2016,96.75,97.650002,96.730003,96.980003,23794900,95.96477,,96.75
7/8/2016,96.489998,96.889999,96.050003,96.68,28912100,95.667907,,96.489998
7/7/2016,95.699997,96.5,95.620003,95.940002,25139600,94.935656,,95.699997
7/6/2016,94.599998,95.660004,94.370003,95.529999,30949100,94.529945,,94.599998
7/5/2016,95.389999,95.400002,94.459999,94.989998,27705200,93.995597,,95.389999
7/1/2016,95.489998,96.470001,95.330002,95.889999,26026500,94.886177,,95.489998
6/30/2016,94.440002,95.769997,94.300003,95.599998,35836400,94.599212,,94.440002
6/29/2016,93.970001,94.550003,93.629997,94.400002,36531000,93.411777,,93.970001
6/28/2016,92.900002,93.660004,92.139999,93.589996,40444900,92.610251,,92.900002
6/27/2016,93,93.050003,91.5,92.040001,45489600,91.076482,,93
6/24/2016,92.910004,94.660004,92.650002,93.400002,75311400,92.422245,,92.910004
6/23/2016,95.940002,96.290001,95.25,96.099998,32240200,95.093977,,95.940002
6/22/2016,96.25,96.889999,95.349998,95.550003,29219100,94.549739,,96.25
6/21/2016,94.940002,96.349998,94.68,95.910004,35546400,94.905971,,94.940002
6/20/2016,96,96.57,95.029999,95.099998,34411900,94.104446,,96
6/17/2016,96.620003,96.650002,95.300003,95.330002,61008200,94.332041,,96.620003
6/16/2016,96.449997,97.75,96.07,97.550003,31326800,96.528803,,96.449997
6/15/2016,97.82,98.410004,97.029999,97.139999,29445200,96.123091,,97.82
6/14/2016,97.32,98.480003,96.75,97.459999,31931900,96.439741,,97.32
6/13/2016,98.690002,99.120003,97.099998,97.339996,38020500,96.320994,,98.690002
6/10/2016,98.529999,99.349998,98.480003,98.830002,31712900,97.795402,,98.529999
6/9/2016,98.5,99.989998,98.459999,99.650002,26601400,98.606817,,98.5
6/8/2016,99.019997,99.559998,98.68,98.940002,20848100,97.904251,,99.019997
6/7/2016,99.25,99.870003,98.959999,99.029999,22409500,97.993305,,99.25
6/6/2016,97.989998,101.889999,97.550003,98.629997,23292500,97.597491,,97.989998
6/3/2016,97.790001,98.269997,97.449997,97.919998,28062900,96.894924,,97.790001
6/2/2016,97.599998,97.839996,96.629997,97.720001,40191600,96.697021,,97.599998
6/1/2016,99.019997,99.540001,98.330002,98.459999,29173300,97.429272,,99.019997
5/31/2016,99.599998,100.400002,98.82,99.860001,42307200,98.814618,,99.599998
5/27/2016,99.440002,100.470001,99.25,100.349998,36229500,99.299486,,99.440002
5/26/2016,99.68,100.730003,98.639999,100.410004,56331200,99.358863,,99.68
5/25/2016,98.669998,99.739998,98.110001,99.620003,38168800,98.577132,,98.669998
5/24/2016,97.220001,98.089996,96.839996,97.900002,35140200,96.875137,,97.220001
5/23/2016,95.870003,97.190002,95.669998,96.43,38018600,95.420524,,95.870003
5/20/2016,94.639999,95.43,94.519997,95.220001,32026000,94.223192,,94.639999
5/19/2016,94.639999,94.639999,93.57,94.199997,30442100,93.213866,,94.639999
5/18/2016,94.160004,95.209999,93.889999,94.559998,42062400,93.570098,,94.160004
5/17/2016,94.550003,94.699997,93.010002,93.489998,46916900,92.511299,,94.550003
5/16/2016,92.389999,94.389999,91.650002,93.879997,61259800,92.897216,,92.389999
5/13/2016,90,91.669998,90,90.519997,44392800,89.57239,,90
5/12/2016,92.720001,92.779999,89.470001,90.339996,76314700,89.394274,,92.720001
5/11/2016,93.480003,93.57,92.459999,92.510002,28719100,91.541563,,93.480003
5/10/2016,93.330002,93.57,92.110001,93.419998,33686800,92.442033,,93.330002
5/9/2016,93,93.769997,92.589996,92.790001,32936400,91.81863,,93
5/6/2016,93.370003,93.449997,91.849998,92.720001,43458200,91.749363,,93.370003
5/5/2016,94,94.07,92.68,93.239998,35890500,92.263917,,94
5/4/2016,95.199997,95.900002,93.82,94.190002,41025500,92.639944,,95.199997
5/3/2016,94.199997,95.739998,93.68,95.18,56831300,93.613649,,94.199997
5/2/2016,93.970001,94.080002,92.400002,93.639999,48160100,92.098992,,93.970001
4/29/2016,93.989998,94.720001,92.510002,93.739998,68531500,92.197345,,93.989998
4/28/2016,97.610001,97.879997,94.25,94.830002,82242700,93.269411,,97.610001
4/27/2016,96,98.709999,95.68,97.82,114602100,96.210203,,96
4/26/2016,103.910004,105.300003,103.910004,104.349998,56016200,102.632739,,103.910004
4/25/2016,105,105.650002,104.510002,105.080002,28031600,103.350729,,105
4/22/2016,105.010002,106.480003,104.620003,105.68,33683100,103.940854,,105.010002
4/21/2016,106.93,106.93,105.519997,105.970001,31552500,104.226082,,106.93
4/20/2016,106.639999,108.089996,106.059998,107.129997,30611000,105.366989,,106.639999
4/19/2016,107.879997,108,106.230003,106.910004,32384900,105.150615,,107.879997
4/18/2016,108.889999,108.949997,106.940002,107.480003,60834000,105.711235,,108.889999
4/15/2016,112.110001,112.300003,109.730003,109.849998,46939000,108.042227,,112.110001
4/14/2016,111.620003,112.389999,111.330002,112.099998,25473900,110.2552,,111.620003
4/13/2016,110.800003,112.339996,110.800003,112.040001,33257300,110.19619,,110.800003
4/12/2016,109.339996,110.5,108.660004,110.440002,27232300,108.622522,,109.339996
4/11/2016,108.970001,110.610001,108.830002,109.019997,29407500,107.225885,,108.970001
4/8/2016,108.910004,109.769997,108.169998,108.660004,23581700,106.871816,,108.910004
4/7/2016,109.949997,110.419998,108.120003,108.540001,31801900,106.753788,,109.949997
4/6/2016,110.230003,110.980003,109.199997,110.959999,26404100,109.133961,,110.230003
4/5/2016,109.510002,110.730003,109.419998,109.809998,26578700,108.002885,,109.510002
4/4/2016,110.419998,112.190002,110.269997,111.120003,37356200,109.291332,,110.419998
4/1/2016,108.779999,110,108.199997,109.989998,25874000,108.179923,,108.779999
3/31/2016,109.720001,109.900002,108.879997,108.989998,25888400,107.19638,,109.720001
3/30/2016,108.650002,110.419998,108.599998,109.559998,45601100,107.756999,,108.650002
3/29/2016,104.889999,107.790001,104.879997,107.68,31190100,105.90794,,104.889999
3/28/2016,106,106.190002,105.059998,105.190002,19411400,103.45892,,106
3/24/2016,105.470001,106.25,104.889999,105.669998,26133000,103.931016,,105.470001
3/23/2016,106.480003,107.07,105.900002,106.129997,25703500,104.383445,,106.480003
3/22/2016,105.25,107.290001,105.209999,106.720001,32444400,104.96374,,105.25
3/21/2016,105.93,107.650002,105.139999,105.910004,35502700,104.167072,,105.93
3/18/2016,106.339996,106.5,105.190002,105.919998,44205200,104.176902,,106.339996
3/17/2016,105.519997,106.470001,104.959999,105.800003,34420700,104.058882,,105.519997
3/16/2016,104.610001,106.309998,104.589996,105.970001,38303500,104.226082,,104.610001
3/15/2016,103.959999,105.18,103.849998,104.580002,40067700,102.858958,,103.959999
3/14/2016,101.910004,102.910004,101.779999,102.519997,25076100,100.832853,,101.910004
3/11/2016,102.239998,102.279999,101.5,102.260002,27408200,100.577138,,102.239998
3/10/2016,101.410004,102.239998,100.150002,101.169998,33513600,99.505072,,101.410004
3/9/2016,101.309998,101.580002,100.269997,101.120003,27201700,99.455899,,101.309998
3/8/2016,100.779999,101.760002,100.400002,101.029999,31561900,99.367376,,100.779999
3/7/2016,102.389999,102.830002,100.959999,101.870003,35828900,100.193556,,102.389999
3/4/2016,102.370003,103.75,101.370003,103.010002,46055100,101.314795,,102.370003
3/3/2016,100.580002,101.709999,100.449997,101.5,36955700,99.829643,,100.580002
3/2/2016,100.510002,100.889999,99.639999,100.75,33169600,99.091985,,100.510002
3/1/2016,97.650002,100.769997,97.419998,100.529999,50407100,98.875604,,97.650002
2/29/2016,96.860001,98.230003,96.650002,96.690002,35216300,95.098802,,96.860001
2/26/2016,97.199997,98.019997,96.580002,96.910004,28991100,95.315183,,97.199997
2/25/2016,96.050003,96.760002,95.25,96.760002,27582700,95.16765,,96.050003
2/24/2016,93.980003,96.379997,93.32,96.099998,36255700,94.518507,,93.980003
2/23/2016,96.400002,96.5,94.550003,94.690002,31942600,93.131715,,96.400002
2/22/2016,96.309998,96.900002,95.919998,96.879997,34280800,95.28567,,96.309998
2/19/2016,96,96.760002,95.800003,96.040001,35374200,94.459497,,96
2/18/2016,98.839996,98.889999,96.089996,96.260002,39021000,94.675878,,98.839996
2/17/2016,96.669998,98.209999,96.150002,98.120003,44863200,96.505269,,96.669998
2/16/2016,95.019997,96.849998,94.610001,96.639999,49057900,95.049622,,95.019997
2/12/2016,94.190002,94.5,93.010002,93.989998,40351400,92.44323,,94.190002
2/11/2016,93.790001,94.720001,92.589996,93.699997,50074700,92.158002,,93.790001
2/10/2016,95.919998,96.349998,94.099998,94.269997,42343600,92.718621,,95.919998
2/9/2016,94.290001,95.940002,93.93,94.989998,44331200,93.426774,,94.290001
2/8/2016,93.129997,95.699997,93.040001,95.010002,54021400,93.446449,,93.129997
2/5/2016,96.519997,96.919998,93.690002,94.019997,46418100,92.472736,,96.519997
2/4/2016,95.860001,97.330002,95.190002,96.599998,46471700,95.010279,,95.860001
2/3/2016,95,96.839996,94.080002,96.349998,45964300,94.252947,,95
2/2/2016,95.419998,96.040001,94.279999,94.480003,37357200,92.423652,,95.419998
2/1/2016,96.470001,96.709999,95.400002,96.43,40943500,94.331208,,96.470001
1/29/2016,94.790001,97.339996,94.349998,97.339996,64416500,95.221398,,94.790001
1/28/2016,93.790001,94.519997,92.389999,94.089996,55678800,92.042134,,93.790001
1/27/2016,96.040001,96.629997,93.339996,93.419998,133369700,91.386718,,96.040001
1/26/2016,99.93,100.879997,98.07,99.989998,75077000,97.813722,,99.93
1/25/2016,101.519997,101.529999,99.209999,99.440002,51794500,97.275697,,101.519997
1/22/2016,98.629997,101.459999,98.370003,101.419998,65800500,99.212599,,98.629997
1/21/2016,97.059998,97.879997,94.940002,96.300003,52161500,94.20404,,97.059998
1/20/2016,95.099998,98.190002,93.419998,96.790001,72334400,94.683373,,95.099998
1/19/2016,98.410004,98.650002,95.5,96.660004,53087700,94.556205,,98.410004
1/15/2016,96.199997,97.709999,95.360001,97.129997,79010000,95.015969,,96.199997
1/14/2016,97.959999,100.480003,95.739998,99.519997,63170100,97.35395,,97.959999
1/13/2016,100.32,101.190002,97.300003,97.389999,62439600,95.270312,,100.32
1/12/2016,100.550003,100.690002,98.839996,99.959999,49154200,97.784376,,100.550003
1/11/2016,98.970001,99.059998,97.339996,98.529999,49739400,96.3855,,98.970001
1/8/2016,98.550003,99.110001,96.760002,96.959999,70798000,94.849671,,98.550003
1/7/2016,98.68,100.129997,96.43,96.449997,81094400,94.350769,,98.68
1/6/2016,100.559998,102.370003,99.870003,100.699997,68457400,98.508268,,100.559998
1/5/2016,105.75,105.849998,102.410004,102.709999,55791000,100.474523,,105.75
1/4/2016,102.610001,105.370003,102,105.349998,67649400,103.057063,,102.610001
12/31/2015,107.010002,107.029999,104.82,105.260002,40635300,102.969025,,107.010002
12/30/2015,108.580002,108.699997,107.18,107.32,25213800,104.984187,,108.580002
12/29/2015,106.959999,109.43,106.860001,108.739998,30931200,106.373279,,106.959999
12/28/2015,107.589996,107.690002,106.18,106.82,26704200,104.495069,,107.589996
12/24/2015,109,109,107.949997,108.029999,13570400,105.678733,,109
12/23/2015,107.269997,108.849998,107.199997,108.610001,32657400,106.246111,,107.269997
12/22/2015,107.400002,107.720001,106.449997,107.230003,32789400,104.896149,,107.400002
12/21/2015,107.279999,107.370003,105.57,107.330002,47590600,104.993971,,107.279999
12/18/2015,108.910004,109.519997,105.809998,106.029999,96453300,103.722263,,108.910004
12/17/2015,112.019997,112.25,108.980003,108.980003,44772800,106.608061,,112.019997
12/16/2015,111.07,111.989998,108.800003,111.339996,56238500,108.916689,,111.07
12/15/2015,111.940002,112.800003,110.349998,110.489998,53323100,108.08519,,111.940002
12/14/2015,112.18,112.68,109.790001,112.480003,64318700,110.031884,,112.18
12/11/2015,115.190002,115.389999,112.849998,113.18,46886200,110.716645,,115.190002
12/10/2015,116.040001,116.940002,115.510002,116.169998,29104200,113.641566,,116.040001
12/9/2015,117.639999,117.690002,115.080002,115.620003,46361400,113.103541,,117.639999
12/8/2015,117.519997,118.599998,116.860001,118.230003,34309500,115.656735,,117.519997
12/7/2015,118.980003,119.860001,117.809998,118.279999,32084200,115.705642,,118.980003
12/4/2015,115.290001,119.25,115.110001,119.029999,57777000,116.439319,,115.290001
12/3/2015,116.550003,116.790001,114.220001,115.199997,41569500,112.692677,,116.550003
12/2/2015,117.339996,118.110001,116.080002,116.279999,33386600,113.749172,,117.339996
12/1/2015,118.75,118.809998,116.860001,117.339996,34852400,114.786099,,118.75
11/30/2015,117.989998,119.410004,117.75,118.300003,39180300,115.725211,,117.989998
11/27/2015,118.290001,118.410004,117.599998,117.809998,13046400,115.245871,,118.290001
11/25/2015,119.209999,119.230003,117.919998,118.029999,21388300,115.461084,,119.209999
11/24/2015,117.330002,119.349998,117.120003,118.879997,42803200,116.292582,,117.330002
11/23/2015,119.269997,119.730003,117.339996,117.75,32482500,115.187179,,119.269997
11/20/2015,119.199997,119.919998,118.849998,119.300003,34287100,116.703446,,119.199997
11/19/2015,117.639999,119.75,116.760002,118.779999,43295800,116.19476,,117.639999
11/18/2015,115.760002,117.489998,115.5,117.290001,46674700,114.737192,,115.760002
11/17/2015,114.919998,115.050003,113.32,113.690002,27616900,111.215547,,114.919998
11/16/2015,111.379997,114.239998,111,114.18,38106700,111.69488,,111.379997
11/13/2015,115.199997,115.57,112.269997,112.339996,45812400,109.894924,,115.199997
11/12/2015,116.260002,116.82,115.650002,115.720001,32525600,113.201363,,116.260002
11/11/2015,116.370003,117.419998,115.209999,116.110001,45218000,113.582874,,116.370003
11/10/2015,116.900002,118.07,116.059998,116.769997,59127900,114.228505,,116.900002
11/9/2015,120.959999,121.809998,120.050003,120.57,33871400,117.945802,,120.959999
11/6/2015,121.110001,121.809998,120.620003,121.059998,33042300,118.425135,,121.110001
11/5/2015,121.849998,122.690002,120.18,120.919998,39552700,118.288182,,121.849998
11/4/2015,123.129997,123.82,121.620003,122,44886100,118.835996,,123.129997
11/3/2015,120.790001,123.489998,120.699997,122.57,45519000,119.391213,,120.790001
11/2/2015,120.800003,121.360001,119.610001,121.18,32203300,118.037263,,120.800003
10/30/2015,120.989998,121.220001,119.449997,119.5,49365300,116.400832,,120.989998
10/29/2015,118.699997,120.690002,118.269997,120.529999,51227300,117.404119,,118.699997
10/28/2015,116.93,119.300003,116.059998,119.269997,85551400,116.176794,,116.93
10/27/2015,115.400002,116.540001,113.989998,114.550003,69884400,111.579211,,115.400002
10/26/2015,118.080002,118.129997,114.919998,115.279999,66333800,112.290275,,118.080002
10/23/2015,116.699997,119.230003,116.330002,119.080002,59366900,115.991727,,116.699997
10/22/2015,114.330002,115.5,114.099998,115.5,41654100,112.50457,,114.330002
10/21/2015,114,115.580002,113.699997,113.760002,41795200,110.809698,,114
10/20/2015,111.339996,114.169998,110.82,113.769997,48778800,110.819433,,111.339996
10/19/2015,110.800003,111.75,110.110001,111.730003,29759200,108.832346,,110.800003
10/16/2015,111.779999,112,110.529999,111.040001,39232600,108.160239,,111.779999
10/15/2015,110.93,112.099998,110.489998,111.860001,37673500,108.958972,,110.93
10/14/2015,111.290001,111.519997,109.559998,110.209999,44462400,107.351763,,111.290001
10/13/2015,110.82,112.449997,110.68,111.790001,33049300,108.890788,,110.82
10/12/2015,112.730003,112.75,111.440002,111.599998,30467200,108.705713,,112.730003
10/9/2015,110,112.279999,109.489998,112.120003,52766100,109.212231,,110
10/8/2015,110.190002,110.190002,108.209999,109.5,61979600,106.660177,,110.190002
10/7/2015,111.739998,111.769997,109.410004,110.779999,46765600,107.90698,,111.739998
10/6/2015,110.629997,111.739998,109.769997,111.309998,48196800,108.423233,,110.629997
10/5/2015,109.879997,111.370003,109.07,110.779999,52064700,107.90698,,109.879997
10/2/2015,108.010002,111.010002,107.550003,110.379997,58019800,107.517352,,108.010002
10/1/2015,109.07,109.620003,107.309998,109.580002,63929100,106.738104,,109.07
9/30/2015,110.169998,111.540001,108.730003,110.300003,66473000,107.439432,,110.169998
9/29/2015,112.830002,113.510002,107.860001,109.059998,73365400,106.231586,,112.830002
9/28/2015,113.849998,114.57,112.440002,112.440002,52109000,109.523932,,113.849998
9/25/2015,116.440002,116.690002,114.019997,114.709999,56151900,111.735057,,116.440002
9/24/2015,113.25,115.5,112.370003,115,50219500,112.017537,,113.25
9/23/2015,113.629997,114.720001,113.300003,114.32,35756700,111.355172,,113.629997
9/22/2015,113.379997,114.18,112.519997,113.400002,50346200,110.459034,,113.379997
9/21/2015,113.669998,115.370003,113.660004,115.209999,50222000,112.22209,,113.669998
9/18/2015,112.209999,114.300003,111.870003,113.449997,74285300,110.507733,,112.209999
9/17/2015,115.660004,116.489998,113.720001,113.919998,64112600,110.965545,,115.660004
9/16/2015,116.25,116.540001,115.440002,116.410004,37173500,113.390973,,116.25
9/15/2015,115.93,116.529999,114.419998,116.279999,43341200,113.26434,,115.93
9/14/2015,116.580002,116.889999,114.860001,115.309998,58363400,112.319495,,116.580002
9/11/2015,111.790001,114.209999,111.760002,114.209999,49915500,111.248025,,111.790001
9/10/2015,110.269997,113.279999,109.900002,112.57,62892800,109.650558,,110.269997
9/9/2015,113.760002,114.019997,109.769997,110.150002,85010800,107.293321,,113.760002
9/8/2015,111.75,112.559998,110.32,112.309998,54843600,109.397299,,111.75
9/4/2015,108.970001,110.449997,108.510002,109.269997,49996300,106.436139,,108.970001
9/3/2015,112.489998,112.779999,110.040001,110.370003,53233900,107.507617,,112.489998
9/2/2015,110.230003,112.339996,109.129997,112.339996,61888800,109.426519,,110.230003
9/1/2015,110.150002,111.879997,107.360001,107.720001,76845900,104.926341,,110.150002
8/31/2015,112.029999,114.529999,112,112.760002,56229300,109.835633,,112.029999
8/28/2015,112.169998,113.309998,111.540001,113.290001,53164400,110.351886,,112.169998
8/27/2015,112.230003,113.239998,110.019997,112.919998,84616100,109.991479,,112.230003
